(1)_X,0 --> 3
(3829)SPMM,145,144,0 --> 2
(3830)SPMM,145,145,0 --> 2
(3831)SPMM,146,128,0 --> 2
(3832)SPMM,146,129,0 --> 2
(3833)SPMM,146,138,0 --> 2
(3834)SPMM,146,139,0 --> 2
(3835)SPMM,146,140,0 --> 2
(3836)SPMM,146,144,0 --> 2
(3837)SPMM,146,145,0 --> 2
(3838)SPMM,146,146,0 --> 2
(3839)SPMM,147,129,0 --> 2
(3840)SPMM,147,138,0 --> 2
(3841)SPMM,147,139,0 --> 2
(3842)SPMM,147,140,0 --> 2
(3843)SPMM,147,141,0 --> 2
(3844)SPMM,147,142,0 --> 2
(3845)SPMM,147,144,0 --> 2
(3846)SPMM,147,146,0 --> 2
(3847)SPMM,147,147,0 --> 2
(3848)SPMM,148,128,0 --> 2
(3849)SPMM,148,129,0 --> 2
(3850)SPMM,148,138,0 --> 2
(3851)SPMM,148,139,0 --> 2
(3852)SPMM,148,140,0 --> 2
(3853)SPMM,148,141,0 --> 2
(3854)SPMM,148,144,0 --> 2
(3855)SPMM,148,146,0 --> 2
(3856)SPMM,148,147,0 --> 2
(3857)SPMM,148,148,0 --> 2
(3858)SPMM,149,129,0 --> 2
(3859)SPMM,149,138,0 --> 2
(3860)SPMM,149,139,0 --> 2
(3861)SPMM,149,140,0 --> 2
(3862)SPMM,149,141,0 --> 2
(3863)SPMM,149,144,0 --> 2
(3864)SPMM,149,147,0 --> 2
(3865)SPMM,149,148,0 --> 2
(3866)SPMM,149,149,0 --> 2
(3867)SPMM,150,128,0 --> 2
(3868)SPMM,150,129,0 --> 2
(3869)SPMM,150,138,0 --> 2
(3870)SPMM,150,139,0 --> 2
(3871)SPMM,150,140,0 --> 2
(3872)SPMM,150,144,0 --> 2
(3873)SPMM,150,145,0 --> 2
(3874)SPMM,150,146,0 --> 2
(3875)SPMM,150,147,0 --> 2
(3876)SPMM,150,149,0 --> 2
(3877)SPMM,150,150,0 --> 2
(3878)SPMM,151,128,0 --> 2
(3879)SPMM,151,129,0 --> 2
(3880)SPMM,151,138,0 --> 2
(3881)SPMM,151,139,0 --> 2
(3882)SPMM,151,140,0 --> 2
(3883)SPMM,151,144,0 --> 2
(3884)SPMM,151,145,0 --> 2
(3885)SPMM,151,147,0 --> 2
(3886)SPMM,151,150,0 --> 2
(3887)SPMM,151,151,0 --> 2
(3888)SPMM,152,128,0 --> 2
(3889)SPMM,152,129,0 --> 2
(3890)SPMM,152,138,0 --> 2
(3891)SPMM,152,139,0 --> 2
(3892)SPMM,152,140,0 --> 2
(3893)SPMM,152,144,0 --> 2
(3894)SPMM,152,145,0 --> 2
(3895)SPMM,152,150,0 --> 2
(3896)SPMM,152,151,0 --> 2
(3897)SPMM,152,152,0 --> 2
(3898)SPMM,153,128,0 --> 2
(3899)SPMM,153,129,0 --> 2
(3900)SPMM,153,138,0 --> 2
(3901)SPMM,153,139,0 --> 2
(3902)SPMM,153,140,0 --> 2
(3903)SPMM,153,143,0 --> 2
(3904)SPMM,153,144,0 --> 2
(3905)SPMM,153,152,0 --> 2
(3906)SPMM,153,153,0 --> 2
(3907)SPMM,154,129,0 --> 2
(3908)SPMM,154,138,0 --> 2
(3909)SPMM,154,139,0 --> 2
(3910)SPMM,154,140,0 --> 2
(3911)SPMM,154,143,0 --> 2
(3912)SPMM,154,144,0 --> 2
(3913)SPMM,154,152,0 --> 2
(3914)SPMM,154,153,0 --> 2
(3915)SPMM,154,154,0 --> 2
(3916)SPMM,155,128,0 --> 2
(3917)SPMM,155,129,0 --> 2
(3918)SPMM,155,138,0 --> 2
(3919)SPMM,155,139,0 --> 2
(3920)SPMM,155,140,0 --> 2
(3921)SPMM,155,143,0 --> 2
(3922)SPMM,155,153,0 --> 2
(3923)SPMM,155,154,0 --> 2
(3924)SPMM,155,155,0 --> 2
(3925)SPMM,156,128,0 --> 2
(3926)SPMM,156,138,0 --> 2
(3927)SPMM,156,139,0 --> 2
(3928)SPMM,156,140,0 --> 2
(3929)SPMM,156,143,0 --> 2
(3930)SPMM,156,144,0 --> 2
(3931)SPMM,156,145,0 --> 2
(3932)SPMM,156,153,0 --> 2
(3933)SPMM,156,154,0 --> 2
(3934)SPMM,156,155,0 --> 2
(3935)SPMM,156,156,0 --> 2
(3936)SPMM,157,138,0 --> 2
(3937)SPMM,157,139,0 --> 2
(3938)SPMM,157,140,0 --> 2
(3939)SPMM,157,144,0 --> 2
(3940)SPMM,157,145,0 --> 2
(3941)SPMM,157,152,0 --> 2
(3942)SPMM,157,153,0 --> 2
(3943)SPMM,157,156,0 --> 2
(3944)SPMM,157,157,0 --> 2
(3945)SPMM,158,128,0 --> 2
(3946)SPMM,158,129,0 --> 2
(3947)SPMM,158,138,0 --> 2
(3948)SPMM,158,139,0 --> 2
(3949)SPMM,158,140,0 --> 2
(3950)SPMM,158,143,0 --> 2
(3951)SPMM,158,152,0 --> 2
(3952)SPMM,158,153,0 --> 2
(3953)SPMM,158,156,0 --> 2
(3954)SPMM,158,157,0 --> 2
(3955)SPMM,158,158,0 --> 2
(3956)SPMM,159,128,0 --> 2
(3957)SPMM,159,129,0 --> 2
(3958)SPMM,159,136,0 --> 2
(3959)SPMM,159,137,0 --> 2
(3960)SPMM,159,138,0 --> 2
(3961)SPMM,159,139,0 --> 2
(3962)SPMM,159,140,0 --> 2
(3963)SPMM,159,142,0 --> 2
(3964)SPMM,159,143,0 --> 2
(3965)SPMM,159,144,0 --> 2
(3966)SPMM,159,148,0 --> 2
(3967)SPMM,159,152,0 --> 2
(3968)SPMM,159,156,0 --> 2
(3969)SPMM,159,158,0 --> 2
(3970)SPMM,159,159,0 --> 2
(3971)SETZERO,160,1 --> 20
(3972)SETZERO,161,1 --> 18
(3973)SETZERO,162,1 --> 19
(3974)SETZERO,163,1 --> 17
(3975)SETZERO,164,1 --> 16
(3976)SETZERO,165,1 --> 17
(3977)SETZERO,166,1 --> 20
(3978)SETZERO,167,1 --> 16
(3979)SETZERO,168,1 --> 18
(3980)SETZERO,169,1 --> 19
(3981)SETZERO,170,1 --> 16
(3982)SETZERO,171,1 --> 20
(3983)SETZERO,172,1 --> 22
(3984)SETZERO,173,1 --> 35
(3985)SETZERO,174,1 --> 18
(3986)SETZERO,175,1 --> 22
(3987)SETZERO,176,1 --> 14
(3988)SETZERO,177,1 --> 15
(3989)SETZERO,178,1 --> 36
(3990)SETZERO,179,1 --> 12
(3991)SETZERO,180,1 --> 13
(3992)SETZERO,181,1 --> 33
(3993)SETZERO,182,1 --> 26
(3994)SETZERO,183,1 --> 54
(3995)SETZERO,184,1 --> 54
(3996)SETZERO,185,1 --> 54
(3997)SETZERO,186,1 --> 56
(3998)SETZERO,187,1 --> 59
(3999)SETZERO,188,1 --> 57
(4000)SETZERO,189,1 --> 61
(4001)SETZERO,190,1 --> 63
(4002)SETZERO,191,1 --> 64
(4003)SPMM,173,0,0 --> 2
(4004)SPMM,173,4,0 --> 2
(4005)SPMM,173,17,0 --> 2
(4006)SPMM,173,20,0 --> 2
(4007)SPMM,174,0,0 --> 2
(4008)SPMM,174,5,0 --> 2
(4009)SPMM,174,20,0 --> 2
(4010)SPMM,175,0,0 --> 2
(4011)SPMM,175,5,0 --> 2
(4012)SPMM,175,20,0 --> 2
(4013)SPMM,178,0,0 --> 2
(4014)SPMM,178,6,0 --> 2
(4015)SPMM,178,20,0 --> 2
(4016)SPMM,181,0,0 --> 2
(4017)SPMM,181,6,0 --> 2
(4018)SPMM,181,20,0 --> 2
(4019)SPMM,182,0,0 --> 2
(4020)SPMM,182,6,0 --> 2
(4021)SPMM,182,20,0 --> 2
(4022)SPMM,183,0,0 --> 2
(4023)SPMM,183,6,0 --> 2
(4024)SPMM,183,17,0 --> 2
(4025)SPMM,183,19,0 --> 2
(4026)SPMM,183,20,0 --> 2
(4027)SPMM,183,21,0 --> 2
(4028)SPMM,184,0,0 --> 2
(4029)SPMM,185,0,0 --> 2
(4030)SPMM,185,20,0 --> 2
(4031)SPMM,186,0,0 --> 2
(4032)SPMM,186,6,0 --> 2
(4033)SPMM,186,20,0 --> 2
(4034)SPMM,187,0,0 --> 2
(4035)SPMM,187,20,0 --> 2
(4036)SPMM,188,0,0 --> 2
(4037)SPMM,188,20,0 --> 2
(4038)SPMM,189,0,0 --> 2
(4039)SPMM,189,20,0 --> 2
(4040)SPMM,190,0,0 --> 2
(4041)SPMM,190,19,0 --> 2
(4042)SPMM,190,20,0 --> 2
(4043)SPMM,191,0,0 --> 2
(4044)SPMM,191,19,0 --> 2
(4045)SPMM,191,20,0 --> 2
(4046)SPMM,173,50,0 --> 2
(4047)SPMM,181,59,0 --> 2
(4048)SPMM,182,59,0 --> 2
(4049)SPMM,182,60,0 --> 2
(4050)SPMM,160,123,0 --> 2
(4051)SPMM,160,124,0 --> 2
(4052)SPMM,160,125,0 --> 2
(4053)SPMM,160,126,0 --> 2
(4054)SPMM,160,127,0 --> 2
(4055)SPMM,161,123,0 --> 2
(4056)SPMM,161,124,0 --> 2
(4057)SPMM,161,125,0 --> 2
(4058)SPMM,161,126,0 --> 2
(4059)SPMM,162,123,0 --> 2
(4060)SPMM,162,124,0 --> 2
(4061)SPMM,162,125,0 --> 2
(4062)SPMM,162,126,0 --> 2
(4063)SPMM,163,124,0 --> 2
(4064)SPMM,163,125,0 --> 2
(4065)SPMM,163,126,0 --> 2
(4066)SPMM,164,124,0 --> 2
(4067)SPMM,164,125,0 --> 2
(4068)SPMM,164,126,0 --> 2
(4069)SPMM,165,123,0 --> 2
(4070)SPMM,165,124,0 --> 2
(4071)SPMM,165,125,0 --> 2
(4072)SPMM,165,126,0 --> 2
(4073)SPMM,166,123,0 --> 2
(4074)SPMM,166,124,0 --> 2
(4075)SPMM,166,125,0 --> 2
(4076)SPMM,166,126,0 --> 2
(4077)SPMM,166,127,0 --> 2
(4078)SPMM,167,124,0 --> 2
(4079)SPMM,167,125,0 --> 2
(4080)SPMM,167,126,0 --> 2
(4081)SPMM,167,127,0 --> 2
(4082)SPMM,168,123,0 --> 2
(4083)SPMM,168,125,0 --> 2
(4084)SPMM,168,126,0 --> 2
(4085)SPMM,168,127,0 --> 2
(4086)SPMM,169,123,0 --> 2
(4087)SPMM,169,124,0 --> 2
(4088)SPMM,169,125,0 --> 2
(4089)SPMM,169,126,0 --> 2
(4090)SPMM,169,127,0 --> 2
(4091)SPMM,170,125,0 --> 2
(4092)SPMM,170,126,0 --> 2
(4093)SPMM,170,127,0 --> 2
(4094)SPMM,171,123,0 --> 2
(4095)SPMM,171,124,0 --> 2
(4096)SPMM,171,125,0 --> 2
(4097)SPMM,171,126,0 --> 2
(4098)SPMM,171,127,0 --> 2
(4099)SPMM,172,123,0 --> 2
(4100)SPMM,172,124,0 --> 2
(4101)SPMM,172,125,0 --> 2
(4102)SPMM,172,126,0 --> 2
(4103)SPMM,172,127,0 --> 2
(4104)SPMM,173,123,0 --> 2
(4105)SPMM,173,124,0 --> 2
(4106)SPMM,173,125,0 --> 2
(4107)SPMM,173,126,0 --> 2
(4108)SPMM,173,127,0 --> 2
(4109)SPMM,174,123,0 --> 2
(4110)SPMM,174,124,0 --> 2
(4111)SPMM,174,125,0 --> 2
(4112)SPMM,175,123,0 --> 2
(4113)SPMM,175,125,0 --> 2
(4114)SPMM,175,126,0 --> 2
(4115)SPMM,175,127,0 --> 2
(4116)SPMM,176,125,0 --> 2
(4117)SPMM,176,126,0 --> 2
(4118)SPMM,176,127,0 --> 2
(4119)SPMM,177,123,0 --> 2
(4120)SPMM,177,125,0 --> 2
(4121)SPMM,177,127,0 --> 2
(4122)SPMM,178,123,0 --> 2
(4123)SPMM,178,124,0 --> 2
(4124)SPMM,178,125,0 --> 2
(4125)SPMM,178,126,0 --> 2
(4126)SPMM,178,127,0 --> 2
(4127)SPMM,179,123,0 --> 2
(4128)SPMM,180,123,0 --> 2
(4129)SPMM,181,123,0 --> 2
(4130)SPMM,181,124,0 --> 2
(4131)SPMM,181,125,0 --> 2
(4132)SPMM,181,126,0 --> 2
(4133)SPMM,182,123,0 --> 2
(4134)SPMM,182,125,0 --> 2
(4135)SPMM,182,126,0 --> 2
(4136)SPMM,182,127,0 --> 2
(4137)SPMM,183,123,0 --> 2
(4138)SPMM,183,124,0 --> 2
(4139)SPMM,183,125,0 --> 2
(4140)SPMM,183,126,0 --> 2
(4141)SPMM,183,127,0 --> 2
(4142)SPMM,184,123,0 --> 2
(4143)SPMM,184,124,0 --> 2
(4144)SPMM,184,125,0 --> 2
(4145)SPMM,184,126,0 --> 2
(4146)SPMM,184,127,0 --> 2
(4147)SPMM,185,123,0 --> 2
(4148)SPMM,185,124,0 --> 2
(4149)SPMM,185,125,0 --> 2
(4150)SPMM,185,126,0 --> 2
(4151)SPMM,185,127,0 --> 2
(4152)SPMM,186,123,0 --> 2
(4153)SPMM,186,124,0 --> 2
(4154)SPMM,186,125,0 --> 2
(4155)SPMM,186,126,0 --> 2
(4156)SPMM,186,127,0 --> 2
(4157)SPMM,187,123,0 --> 2
(4158)SPMM,187,124,0 --> 2
(4159)SPMM,187,125,0 --> 2
(4160)SPMM,187,126,0 --> 2
(4161)SPMM,187,127,0 --> 2
(4162)SPMM,188,123,0 --> 2
(4163)SPMM,188,124,0 --> 2
(4164)SPMM,188,125,0 --> 2
(4165)SPMM,188,126,0 --> 2
(4166)SPMM,188,127,0 --> 2
(4167)SPMM,189,123,0 --> 2
(4168)SPMM,189,124,0 --> 2
(4169)SPMM,189,125,0 --> 2
(4170)SPMM,189,126,0 --> 2
(4171)SPMM,189,127,0 --> 2
(4172)SPMM,190,123,0 --> 2
(4173)SPMM,190,124,0 --> 2
(4174)SPMM,190,125,0 --> 2
(4175)SPMM,190,126,0 --> 2
(4176)SPMM,190,127,0 --> 2
(4177)SPMM,191,123,0 --> 2
(4178)SPMM,191,124,0 --> 2
(4179)SPMM,191,125,0 --> 2
(4180)SPMM,191,126,0 --> 2
(4181)SPMM,191,127,0 --> 2
(4182)SPMM,160,128,0 --> 2
(4183)SPMM,160,129,0 --> 2
(4184)SPMM,160,136,0 --> 2
(4185)SPMM,160,138,0 --> 2
(4186)SPMM,160,139,0 --> 2
(4187)SPMM,160,140,0 --> 2
(4188)SPMM,160,142,0 --> 2
(4189)SPMM,160,143,0 --> 2
(4190)SPMM,160,145,0 --> 2
(4191)SPMM,160,149,0 --> 2
(4192)SPMM,160,150,0 --> 2
(4193)SPMM,160,151,0 --> 2
(4194)SPMM,160,152,0 --> 2
(4195)SPMM,160,159,0 --> 2
(4196)SPMM,161,128,0 --> 2
(4197)SPMM,161,129,0 --> 2
(4198)SPMM,161,138,0 --> 2
(4199)SPMM,161,139,0 --> 2
(4200)SPMM,161,140,0 --> 2
(4201)SPMM,161,142,0 --> 2
(4202)SPMM,161,147,0 --> 2
(4203)SPMM,161,148,0 --> 2
(4204)SPMM,161,149,0 --> 2
(4205)SPMM,161,150,0 --> 2
(4206)SPMM,161,151,0 --> 2
(4207)SPMM,161,159,0 --> 2
(4208)SPMM,162,128,0 --> 2
(4209)SPMM,162,129,0 --> 2
(4210)SPMM,162,138,0 --> 2
(4211)SPMM,162,139,0 --> 2
(4212)SPMM,162,140,0 --> 2
(4213)SPMM,162,142,0 --> 2
(4214)SPMM,162,147,0 --> 2
(4215)SPMM,162,148,0 --> 2
(4216)SPMM,162,149,0 --> 2
(4217)SPMM,162,150,0 --> 2
(4218)SPMM,162,151,0 --> 2
(4219)SPMM,162,159,0 --> 2
(4220)SPMM,163,129,0 --> 2
(4221)SPMM,163,138,0 --> 2
(4222)SPMM,163,139,0 --> 2
(4223)SPMM,163,140,0 --> 2
(4224)SPMM,163,147,0 --> 2
(4225)SPMM,163,148,0 --> 2
(4226)SPMM,163,150,0 --> 2
(4227)SPMM,163,151,0 --> 2
(4228)SPMM,163,152,0 --> 2
(4229)SPMM,163,159,0 --> 2
(4230)SPMM,164,128,0 --> 2
(4231)SPMM,164,129,0 --> 2
(4232)SPMM,164,138,0 --> 2
(4233)SPMM,164,139,0 --> 2
(4234)SPMM,164,140,0 --> 2
(4235)SPMM,164,150,0 --> 2
(4236)SPMM,164,151,0 --> 2
(4237)SPMM,164,152,0 --> 2
(4238)SPMM,164,159,0 --> 2
(4239)SPMM,165,128,0 --> 2
(4240)SPMM,165,129,0 --> 2
(4241)SPMM,165,138,0 --> 2
(4242)SPMM,165,139,0 --> 2
(4243)SPMM,165,140,0 --> 2
(4244)SPMM,165,145,0 --> 2
(4245)SPMM,165,146,0 --> 2
(4246)SPMM,165,151,0 --> 2
(4247)SPMM,165,152,0 --> 2
(4248)SPMM,166,128,0 --> 2
(4249)SPMM,166,129,0 --> 2
(4250)SPMM,166,138,0 --> 2
(4251)SPMM,166,139,0 --> 2
(4252)SPMM,166,140,0 --> 2
(4253)SPMM,166,144,0 --> 2
(4254)SPMM,166,146,0 --> 2
(4255)SPMM,166,153,0 --> 2
(4256)SPMM,166,154,0 --> 2
(4257)SPMM,166,156,0 --> 2
(4258)SPMM,166,158,0 --> 2
(4259)SPMM,166,159,0 --> 2
(4260)SPMM,167,129,0 --> 2
(4261)SPMM,167,138,0 --> 2
(4262)SPMM,167,139,0 --> 2
(4263)SPMM,167,140,0 --> 2
(4264)SPMM,167,152,0 --> 2
(4265)SPMM,167,153,0 --> 2
(4266)SPMM,167,154,0 --> 2
(4267)SPMM,167,157,0 --> 2
(4268)SPMM,167,159,0 --> 2
(4269)SPMM,168,128,0 --> 2
(4270)SPMM,168,129,0 --> 2
(4271)SPMM,168,138,0 --> 2
(4272)SPMM,168,139,0 --> 2
(4273)SPMM,168,140,0 --> 2
(4274)SPMM,168,145,0 --> 2
(4275)SPMM,168,156,0 --> 2
(4276)SPMM,168,157,0 --> 2
(4277)SPMM,168,158,0 --> 2
(4278)SPMM,168,159,0 --> 2
(4279)SPMM,169,128,0 --> 2
(4280)SPMM,169,129,0 --> 2
(4281)SPMM,169,138,0 --> 2
(4282)SPMM,169,139,0 --> 2
(4283)SPMM,169,140,0 --> 2
(4284)SPMM,169,143,0 --> 2
(4285)SPMM,169,153,0 --> 2
(4286)SPMM,169,156,0 --> 2
(4287)SPMM,169,158,0 --> 2
(4288)SPMM,169,159,0 --> 2
(4289)SPMM,170,128,0 --> 2
(4290)SPMM,170,129,0 --> 2
(4291)SPMM,170,138,0 --> 2
(4292)SPMM,170,139,0 --> 2
(4293)SPMM,170,140,0 --> 2
(4294)SPMM,170,154,0 --> 2
(4295)SPMM,170,155,0 --> 2
(4296)SPMM,170,156,0 --> 2
(4297)SPMM,170,158,0 --> 2
(4298)SPMM,170,159,0 --> 2
(4299)SPMM,171,128,0 --> 2
(4300)SPMM,171,129,0 --> 2
(4301)SPMM,171,138,0 --> 2
(4302)SPMM,171,139,0 --> 2
(4303)SPMM,171,140,0 --> 2
(4304)SPMM,171,143,0 --> 2
(4305)SPMM,171,145,0 --> 2
(4306)SPMM,171,153,0 --> 2
(4307)SPMM,171,154,0 --> 2
(4308)SPMM,171,155,0 --> 2
(4309)SPMM,171,159,0 --> 2
(4310)SPMM,172,128,0 --> 2
(4311)SPMM,172,129,0 --> 2
(4312)SPMM,172,138,0 --> 2
(4313)SPMM,172,139,0 --> 2
(4314)SPMM,172,140,0 --> 2
(4315)SPMM,172,144,0 --> 2
(4316)SPMM,172,145,0 --> 2
(4317)SPMM,172,153,0 --> 2
(4318)SPMM,172,154,0 --> 2
(4319)SPMM,172,155,0 --> 2
(4320)SPMM,172,156,0 --> 2
(4321)SPMM,172,159,0 --> 2
(4322)SPMM,173,128,0 --> 2
(4323)SPMM,173,129,0 --> 2
(4324)SPMM,173,138,0 --> 2
(4325)SPMM,173,139,0 --> 2
(4326)SPMM,173,140,0 --> 2
(4327)SPMM,173,141,0 --> 2
(4328)SPMM,173,142,0 --> 2
(4329)SPMM,173,143,0 --> 2
(4330)SPMM,173,144,0 --> 2
(4331)SPMM,173,145,0 --> 2
(4332)SPMM,173,146,0 --> 2
(4333)SPMM,173,148,0 --> 2
(4334)SPMM,173,150,0 --> 2
(4335)SPMM,173,151,0 --> 2
(4336)SPMM,173,152,0 --> 2
(4337)SPMM,173,159,0 --> 2
(4338)SPMM,174,128,0 --> 2
(4339)SPMM,174,138,0 --> 2
(4340)SPMM,174,139,0 --> 2
(4341)SPMM,174,140,0 --> 2
(4342)SPMM,174,141,0 --> 2
(4343)SPMM,174,143,0 --> 2
(4344)SPMM,174,144,0 --> 2
(4345)SPMM,174,148,0 --> 2
(4346)SPMM,174,152,0 --> 2
(4347)SPMM,174,159,0 --> 2
(4348)SPMM,175,128,0 --> 2
(4349)SPMM,175,129,0 --> 2
(4350)SPMM,175,137,0 --> 2
(4351)SPMM,175,138,0 --> 2
(4352)SPMM,175,139,0 --> 2
(4353)SPMM,175,140,0 --> 2
(4354)SPMM,175,143,0 --> 2
(4355)SPMM,175,144,0 --> 2
(4356)SPMM,175,159,0 --> 2
(4357)SPMM,176,128,0 --> 2
(4358)SPMM,176,129,0 --> 2
(4359)SPMM,176,138,0 --> 2
(4360)SPMM,176,139,0 --> 2
(4361)SPMM,176,140,0 --> 2
(4362)SPMM,176,159,0 --> 2
(4363)SPMM,177,128,0 --> 2
(4364)SPMM,177,129,0 --> 2
(4365)SPMM,177,138,0 --> 2
(4366)SPMM,177,139,0 --> 2
(4367)SPMM,177,140,0 --> 2
(4368)SPMM,177,143,0 --> 2
(4369)SPMM,177,159,0 --> 2
(4370)SPMM,178,128,0 --> 2
(4371)SPMM,178,129,0 --> 2
(4372)SPMM,178,138,0 --> 2
(4373)SPMM,178,139,0 --> 2
(4374)SPMM,178,140,0 --> 2
(4375)SPMM,178,143,0 --> 2
(4376)SPMM,178,144,0 --> 2
(4377)SPMM,178,145,0 --> 2
(4378)SPMM,178,146,0 --> 2
(4379)SPMM,178,152,0 --> 2
(4380)SPMM,178,153,0 --> 2
(4381)SPMM,178,154,0 --> 2
(4382)SPMM,178,155,0 --> 2
(4383)SPMM,178,156,0 --> 2
(4384)SPMM,178,157,0 --> 2
(4385)SPMM,178,158,0 --> 2
(4386)SPMM,178,159,0 --> 2
(4387)SPMM,179,128,0 --> 2
(4388)SPMM,179,129,0 --> 2
(4389)SPMM,179,138,0 --> 2
(4390)SPMM,179,139,0 --> 2
(4391)SPMM,179,140,0 --> 2
(4392)SPMM,179,143,0 --> 2
(4393)SPMM,180,128,0 --> 2
(4394)SPMM,180,129,0 --> 2
(4395)SPMM,180,138,0 --> 2
(4396)SPMM,180,139,0 --> 2
(4397)SPMM,180,140,0 --> 2
(4398)SPMM,180,143,0 --> 2
(4399)SPMM,181,128,0 --> 2
(4400)SPMM,181,129,0 --> 2
(4401)SPMM,181,134,0 --> 2
(4402)SPMM,181,137,0 --> 2
(4403)SPMM,181,138,0 --> 2
(4404)SPMM,181,139,0 --> 2
(4405)SPMM,181,140,0 --> 2
(4406)SPMM,181,142,0 --> 2
(4407)SPMM,181,143,0 --> 2
(4408)SPMM,181,144,0 --> 2
(4409)SPMM,181,147,0 --> 2
(4410)SPMM,181,148,0 --> 2
(4411)SPMM,181,152,0 --> 2
(4412)SPMM,181,158,0 --> 2
(4413)SPMM,181,159,0 --> 2
(4414)SPMM,182,128,0 --> 2
(4415)SPMM,182,129,0 --> 2
(4416)SPMM,182,138,0 --> 2
(4417)SPMM,182,139,0 --> 2
(4418)SPMM,182,140,0 --> 2
(4419)SPMM,182,142,0 --> 2
(4420)SPMM,182,143,0 --> 2
(4421)SPMM,182,159,0 --> 2
(4422)SPMM,183,128,0 --> 2
(4423)SPMM,183,129,0 --> 2
(4424)SPMM,183,134,0 --> 2
(4425)SPMM,183,135,0 --> 2
(4426)SPMM,183,136,0 --> 2
(4427)SPMM,183,137,0 --> 2
(4428)SPMM,183,138,0 --> 2
(4429)SPMM,183,139,0 --> 2
(4430)SPMM,183,140,0 --> 2
(4431)SPMM,183,141,0 --> 2
(4432)SPMM,183,142,0 --> 2
(4433)SPMM,183,143,0 --> 2
(4434)SPMM,183,144,0 --> 2
(4435)SPMM,183,145,0 --> 2
(4436)SPMM,183,146,0 --> 2
(4437)SPMM,183,147,0 --> 2
(4438)SPMM,183,149,0 --> 2
(4439)SPMM,183,150,0 --> 2
(4440)SPMM,183,151,0 --> 2
(4441)SPMM,183,153,0 --> 2
(4442)SPMM,183,154,0 --> 2
(4443)SPMM,183,155,0 --> 2
(4444)SPMM,183,156,0 --> 2
(4445)SPMM,183,158,0 --> 2
(4446)SPMM,183,159,0 --> 2
(4447)SPMM,184,128,0 --> 2
(4448)SPMM,184,129,0 --> 2
(4449)SPMM,184,138,0 --> 2
(4450)SPMM,184,139,0 --> 2
(4451)SPMM,184,140,0 --> 2
(4452)SPMM,184,141,0 --> 2
(4453)SPMM,184,142,0 --> 2
(4454)SPMM,184,143,0 --> 2
(4455)SPMM,184,144,0 --> 2
(4456)SPMM,184,145,0 --> 2
(4457)SPMM,184,146,0 --> 2
(4458)SPMM,184,147,0 --> 2
(4459)SPMM,184,148,0 --> 2
(4460)SPMM,184,149,0 --> 2
(4461)SPMM,184,150,0 --> 2
(4462)SPMM,184,151,0 --> 2
(4463)SPMM,184,152,0 --> 2
(4464)SPMM,184,153,0 --> 2
(4465)SPMM,184,154,0 --> 2
(4466)SPMM,184,155,0 --> 2
(4467)SPMM,184,156,0 --> 2
(4468)SPMM,184,158,0 --> 2
(4469)SPMM,184,159,0 --> 2
(4470)SPMM,185,128,0 --> 2
(4471)SPMM,185,129,0 --> 2
(4472)SPMM,185,138,0 --> 2
(4473)SPMM,185,139,0 --> 2
(4474)SPMM,185,140,0 --> 2
(4475)SPMM,185,141,0 --> 2
(4476)SPMM,185,142,0 --> 2
(4477)SPMM,185,143,0 --> 2
(4478)SPMM,185,144,0 --> 2
(4479)SPMM,185,145,0 --> 2
(4480)SPMM,185,146,0 --> 2
(4481)SPMM,185,147,0 --> 2
(4482)SPMM,185,148,0 --> 2
(4483)SPMM,185,149,0 --> 2
(4484)SPMM,185,150,0 --> 2
(4485)SPMM,185,151,0 --> 2
(4486)SPMM,185,152,0 --> 2
(4487)SPMM,185,153,0 --> 2
(4488)SPMM,185,154,0 --> 2
(4489)SPMM,185,156,0 --> 2
(4490)SPMM,185,157,0 --> 2
(4491)SPMM,185,158,0 --> 2
(4492)SPMM,185,159,0 --> 2
(4493)SPMM,186,128,0 --> 2
(4494)SPMM,186,129,0 --> 2
(4495)SPMM,186,138,0 --> 2
(4496)SPMM,186,139,0 --> 2
(4497)SPMM,186,140,0 --> 2
(4498)SPMM,186,141,0 --> 2
(4499)SPMM,186,142,0 --> 2
(4500)SPMM,186,143,0 --> 2
(4501)SPMM,186,144,0 --> 2
(4502)SPMM,186,145,0 --> 2
(4503)SPMM,186,146,0 --> 2
(4504)SPMM,186,147,0 --> 2
(4505)SPMM,186,148,0 --> 2
(4506)SPMM,186,149,0 --> 2
(4507)SPMM,186,150,0 --> 2
(4508)SPMM,186,151,0 --> 2
(4509)SPMM,186,152,0 --> 2
(4510)SPMM,186,153,0 --> 2
(4511)SPMM,186,154,0 --> 2
(4512)SPMM,186,155,0 --> 2
(4513)SPMM,186,156,0 --> 2
(4514)SPMM,186,157,0 --> 2
(4515)SPMM,186,158,0 --> 2
(4516)SPMM,186,159,0 --> 2
(4517)SPMM,187,128,0 --> 2
(4518)SPMM,187,129,0 --> 2
(4519)SPMM,187,138,0 --> 2
(4520)SPMM,187,139,0 --> 2
(4521)SPMM,187,140,0 --> 2
(4522)SPMM,187,141,0 --> 2
(4523)SPMM,187,142,0 --> 2
(4524)SPMM,187,143,0 --> 2
(4525)SPMM,187,144,0 --> 2
(4526)SPMM,187,145,0 --> 2
(4527)SPMM,187,146,0 --> 2
(4528)SPMM,187,147,0 --> 2
